id,label,text,label_num
3528,ham,"Subject: re : path manager rewrite / optimization project
my comments are in fuschia .
lisa
- - - - - original message - - - - -
from : pinion , richard
sent : wednesday , october 10 , 2001 2 : 35 pm
to : pena , matt
cc : warner , john ; ripley , brian ; d ' souza , romeo ; rao , ramesh ; kinsey , lisa ; lamadrid , victor ; sullivan , mary ; sullivan , patti ; heal , kevin ; staab , theresa ; farmer , daren j . ; jaquet , tammy ; superty , robert ; bussell l , kathryn
subject : re : path manager rewrite / optimization project
following are my comments . the managers cc ' d might have some additional thoughts .
- - - - - original message - - - - -
from : pena , matt
sent : monday , october 08 , 2001 4 : 26 pm
to : pinion , richard ; jaquet , tammy ; superty , robert ; pena , matt
cc : warner , john ; ripley , brian ; d ' souza , romeo ; rao , ramesh
subject : path manager rewrite / optimization project
importance : high
all :
we ' re currently identifying processes that are inefficient and could possibly benefit from being rewritten or not even performed . going foward , i would like bob to appoint a lead business person to whom we could ask questions and or suggest ideas to so that they could in turn validate this information with the desk managers / schedulers . we had this approach with nomlogic and having clarissa work the issues worked quite nicely . who ever you choose , we would need about 15 % of their time for now . later on , with coordination efforts and testing , it may go up to 75 % . i don ' t see that happening for a while though .
the sooner we get someone to devote to this , the better off we will be . i expect these changes that we ' ll be looking into should improve performance quite a bit .
that being said , we ' ve identified three items that would speed up processing the retrieval of path manager .
1 ) currently , the path manager attempts to reuse path ids . i can ' t think of any reason why we need to perform this extra step ? it runs through this processing on the application and generally doesn ' t find a match . i know patti has mentioned this several times and i can ' t think of a valid reason for performing this work . i talked with dave nommensen , and according to him , what used to happen is that sometimes schedulers would get duplicate paths out there which is why they put this code in place ? ? ? from a scheduling perspective , my understanding of what your main concern is to just maintain your position and be able to change it . if you were overpathed , you ' d see it in the path manager either way . [ pinion , richard ] to restate the question for clarity , in path manager a scheduler pulls down a supply , market and a service , adds any up / downstream contract information and / or duns or drn override and then saves it . unify looks for an old path with those exact variables and if it finds it re - uses it and if it does not find an exact match creates a new path and path id . i had been told that to do away with this function would create an unacceptably high amount of paths since any path once nominated on could not be deleted . has this changed ? ? ? at one time there were some schedulers that looked for the same path / activity number match for nominations . texas eastern was the only pipeline that needed the old activity numbers no matter how long it had been since they were used . i spoke with chris ordway and the new link system no longer needs this to occur . transco uses activity numbers but uses the activity number cross reference table to that function and therefore should not be affected . therefore , if it does not create a space or memory problem for unify , i don ' t think that this constant old path look up is needed . [ kinsey , lisa ] get rid of this .
2 ) the scheduling position window : does anyone use this ? if not , we ' ll remove the code logic that populates this window . i have never seen a scheduler use this . please verify . [ pinion , richard ] originally such a window was in use by everyone in the legacy system "" autonoms "" so it was duplicated in unify by request . it is not used in unify now because of the other sophisticated tools unify provides which obviate it ' s use . the only value would be notification of bridge errors or contract imbalances but there are other ways to determine those problems . as voted on in a previous meeting of the managers - lose it ! [ kinsey , lisa ] why is this still here ?
3 ) on the inventory pool list , does anyone need to see the contarct references list ? again , this code is called every retrieval time and doesn ' t appear to be used from my observations . if they do need this information , we could provide it , but if not , i ' d prefer to remove the functionality . [ pinion , richard ] this function is still very much in use by those with point based pipelines that must use the imbalance pool to facilitate balancing nomination volumes where multiple pipeline external pools exist and are pathed through the same contract imbalance pool . keep it ! [ kinsey , lisa ] yes . we use this functionality a lot when pathing pools .
4 ) when pathing a one to many or many to one set of paths , what ' s the average number of paths they create at one time ? what about updates ? i know that anr and nigas are big users of this feature since they have small packages of gas that they are limited in size to . does the system seem faster when you update one record at a time or chunks of records ? my real question is how often they do this and for what number of paths on both updates and inserts . by update , i mean , going to the path list and changing an upstream / downstream contract or a psna which in turn forces a new path to be created . [ pinion , richard ] this one to many or many to one pathing goes on every day on every pipeline . there is no ' average ' . they typically update a path with up / downstream meters or duns or dnb numbers one at a time however . i hope this answers your question . i see no change to this process at this time [ kinsey , lisa ] on some pipes this function is used more than others . when it is used we try and do as many paths as possible . at this time i do not see a need to change this process .
5 ) on brokered paths , do you want to utilize the same logic we have for service ? in other words , when updating brokered arrangements , we don ' t incorporate the same logic for zeroing out the path and recreating a new arrangment link and hence sending it to be renominated ? why do we do this for service ? is it because we have to renominate it ? i assume that ' s what it ' s for since we don ' t send brokered paths to the pipe . anyway , with the nomlogic implmentation ( two way interface ) , we were planning on having it behave the same way as service . we need this verified . [ pinion , richard ] we don ' t perform the same logic for brokered paths because these are not nominated to the pipeline and hence do not need a zero path to be resent to the pipeline when a significant change is made to the already nominated path . i don ' t see a need to change the way brokered paths are behaving at this time . [ kinsey , lisa ] agree with richard .",0
180,ham,"Subject: re : greatwood gas
thanks , kyle .
greatwood is scheduled to come online on feb 1 . the connection only includes
gw , as rosenberg is not ready yet . so , gw would be about 500 / d . when rb comes
online , we may see volumes of about 1500 - 2000 / dy
ami",0
2326,ham,"Subject: hpl nom for january 4 , 2001
( see attached file : hplnol 04 . xls )
- hplnol 04 . xls",0
840,ham,"Subject: new intramonth book
ql ) are you going to be setting up an hplc - ft - waha ?
q 2 ) roll up issues for positions
does tom want this part of the market area position - or separate from market
area ?
current
cpr sitara portfolio
n / a texas position - combined region hlpc - im hplc , hplc - im wellhead , hplr - im
texas , ena - im texas
texas texas position - ena / hplr hplr - im texas , ena - im texas
hplc texas position - ena - im texas ena - im texas
hplcwell texas position - hplc - im wellhead hplc - im wellhead
n / a texas position - hplr - im texas hplr - im texas
texas / hplc texas position - market area position hlpc - im hplc , hplr - im texas ,
ena - im texas
proposed additions or changes -
waha texas position - hplc - im waha hplc - im waha
texasreg texas position - combined region hlpc - im hplc , hplc - im wellhead ,
hplr - im texas , ena - im texas , hplc - im waha
rename texas / hplc in cpr to texasmkt - / / need to know if this includes
hplc - im waha - or should this be separate from market area
- - - - - - - - - - - - - - - - - - - - - - forwarded by thomas engel / hou / ect on 05 / 30 / 2000 12 : 27
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital management
from : david baumbach 05 / 30 / 2000 11 : 50 am
to : imelda frayre / hou / ect @ ect , scott mills / hou / ect @ ect , thomas
engel / hou / ect @ ect
cc :
subject : new intramonth book
please send me all forms / requests that need to be filled out to set up a new
intramonth book for the texas desk . also , what do you think the timeline is
for getting the new book set up ?
dave",0
3870,spam,"Subject: message subject
off . shorejph . armacy
- dishnow 4 openhto 3 thespublich
.
.
when
we say open to the public we mean open !
",1
2642,ham,"Subject: re : march "" spot "" purchases
vance ,
deals have been created and entered in sitara as noted below . the deal
volumes entered were those listed on the march , 2001 nomination spreadsheet .
bob
vance l taylor
02 / 26 / 2001 05 : 33 pm
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa
graves / hou / ect @ ect , brian m riley / hou / ect @ ect
subject : march "" spot "" purchases
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of march , 2001 . this production will be purchased on a
"" spot "" basis and deal tickets should be created and entered into sitara based
on the following information :
counterparty meter volume deal # price
whiting petroleum corp 6523 200 mmbtu / d 634035 100 % if / hsc less $ 0 . 95
coastal merchant energy , lp 5923 775 mmbtu / d 633154 100 % if / hsc less $ 0 . 265
coastal merchant energy , lp 5848 240 mmbtu / d 633184 84 % if / hsc
swift energy 2630 21 mmbtu / d 633380 100 % if / hsc less $ 1 . 45
duke energy trading & marketing 6347 200 mmbtu / d 633028 85 % if / hsc
hesco gathering oil co . 6063 300 mmbtu / d 421856 100 % if / hsc less $ 0 . 95
embassy natural gas inc . 6598 180 mmbtu / d 643875 100 % if / hsc less $ 0 . 95
vintage gas inc . 9603 100 mmbtu / d 633427 100 % if / hsc less $ 0 . 95
stone energy 9696 4500 mmbtu / d 634058 100 % if / hsc less $ 0 . 20
the houston exploration 9696 6500 mmbtu / d 634061 100 % gd less $ 0 . 235
amerada hess ( hess energy svcs ) 0435 2714 mmbtu / d 631403 100 % if / hsc less
$ 0 . 12
anadarko petroleum corp . 0435 1104 mmbtu / d 631437 100 % if / hsc less $ 0 . 10
crosstex energy services , ltd . 0435 654 mmbtu / d 631504 100 % if / hsc less
$ 0 . 12
tri - union development 0435 149 mmbtu / d 631737 100 % if / hsc less $ 0 . 055
ranger oil company 9871 200 mmbtu / d 643862 85 % if / hsc if 300 / d
these are producer svcs . deals and should be tracked in the im wellhead
portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",0
719,ham,"Subject: e - mail
hey daren , is this your e - mail address ? ? ? ? ? ?",0
970,ham,"Subject: hpl noms for june 15 , 2000
( see attached file : hplo 615 . xls )
- hplo 615 . xls",0
3859,spam,"Subject: from dr kenneth
from dr kenneth okoh ,
ecobank benin
rue gouverneur bayol
01 b . p . 1280 rp cotonou
tilex : 5394 ecobnk ctnou
phone # + 229 - 40 - 25 - 86
atten :
re : transfer of ( usd 26 million )
i want to transfer to overseas ( $ 26 , 000 . 000 . 00 usd ) twenty six million united states dollars ) from ecobank , benin . i have the courage to ask for your assistance to handle this important and confidential business to provide either an existing bank account or to set up a new bank a / c immediately to receive this money , even an empty a / c can serve to receive this funds quitely .
i am dr kenneth okoh the accountant / auditor in ecobank , benin and personal confidant to dr . ravindra f . shah who died together with his wife dr . mrs . manjula parikh - shah in a planecrash on the lst oct . 2003 on their way to attend a wedding in boston .
mr . ravindra f . shah , is an american , a physician and industrialist , he died last year without having any beneficiary to his assets including his account herein benin which he opened in a eco bank , benin in the year 2000 as his personal savings for the purpose of expansion and developement of his company before his untimely death in 2003 . the amount involved is ( usd
26 , 000 . 000 . 00 usd ) twenty six million united states dollars and no other person knows about this account . i am contacting you for me to transfer this funds to your account as the beneficiary , i am only contacting you as a foreigner because this money cannot be approved to a local person here , without valid international foreign passport , but can only be approved to any foreigner with valid international passport or drivers license and foreign a / c because the money is in us dollars and the former owner of the a / c mr . ravindra f . shah is a foreigner too , and as such the money can only be approved into a foreign a / c .
however , i am revealing this to you with belief in god that you will never let me down in this business . you are the first and the only person that i am contacting for this business , so please reply urgently so that i will inform you the next step to take urgently . send also your private telephone and fax number including the full details of the account to be used for the transfer . i need your full co - operation to make this work because the management is ready to approve this payment to any foreigner who has correct information of this account , which i will give to you , upon your positive response and once i am convinced that you are capable and will meet up with
instruction of a key bank official who is deeply involved with me in this business .
at the conclusion of this business , you will be given 40 % of the total amount , 60 % will be for me . i look forward to your earliest reply through
my email or you call me on phone .
yours ' faithfully ,
dr kenneth okoh
call me for more info . + 229 - 40 - 25 - 86
",1
440,ham,"Subject: amoco energy 2 / 00
daren :
you put this in , do have a clue ?
julie
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 13 / 2000 04 : 30
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 13 / 2000 04 : 17 pm
to : julie meyers / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : amoco energy 2 / 00
we have a purchase deal in the system , 205116 , for feb . 2000 production that
amoco does not show . can you tell me the trader ' s name at amoco that the
deal was done with ?
megan",0
1566,ham,"Subject: eastrans nomination change effective 9 / 8 / 00
please decrease deliveries to eastrans to 0 mmbtu / dy for 9 / 8 / 00
the redeliveries will be 0 as well .
the over - delivery quantity for the fuels cotton valley gas will be valued per
paragraph 3 of the contract price ( per mmbtu ) section in the transaction
agreement .",0
1716,ham,"Subject: cornhusker contract information
rick ,
attached are completed letters to the parties requested . as you will note
there are two letters to lone star and two letters for apache . since you are
sending these electronically to michael mazowita for him to obtain the
signature of rick vicens , please have copies of the executed letters sent to
sandi braband ' s attention . these letters will have to be printed on
appropriate letterhead and copies sent to the cc ' s at the bottom of each
letter .
if you have any questions , please let me know .
bob walker
sr . legal specialist",0
2544,ham,"Subject: hpl nom for february 8 , 2001
( see attached file : hplno 208 . xls )
- hplno 208 . xls",0
4970,spam,"Subject: now this acts quicker and lasts much longer !
hello !
vlgr professi 0 nal ( $ 1 . 88 per dose )
vlgr soft tbs ( $ 1 . 99 per dose )
generc vlgr ( $ 1 . 8 o per dose )
clls ( $ 2 . 99 per dose )
clls soft tbs ( $ 2 . 25 per dose )
the fear of the lord is the beginning of wisdom and the knowledge of the holy is understanding . much food is in the tillage of the poor but there is that is destroyed for want of judgment . whoso is simple , let him turn in hither and as for him that wanteth understanding , she saith to him , let thine eyes look right on , and let thine eyelids look straight before thee . a merry heart maketh a cheerful countenance but by sorrow of the heart the spirit is broken .
",1
2816,ham,"Subject: neon lesson # 5
here is the lesson for lesson 5 . have fun !
- experiencing god week 5 . doc",0
3104,ham,"Subject: re : noms / actual vol for april 20 th & 21 st
we agree
"" eileen ponton "" on 04 / 23 / 2001 10 : 40 : 21 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual vol for april 20 th & 21 st
date nom mcf mmbtu
4 / 20 25 , 000 24 , 402 25 , 061 ( flowed from 13 : 00 to 9 : 00
am - 20 hours )
4 / 21 15 , 625 15 , 829 16 , 256 ( flowed from 9 : 00 am to
24 : 00 - 15 hours )
btu = 1 . 027",0
4753,spam,"Subject: no fee prescription service for you
email loading . . . :
blest mingle ursuline
",1
855,ham,"Subject: wc 551 revision and notice of force majeure ( stingray p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 31 / 2000
10 : 28 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 05 / 31 / 2000 10 : 13 : 23 am
to : , ,
cc :
subject : wc 551 revision and notice of force majeure ( stingray p / l )
please see the attached change to west cameron 551 and the notice of force
majeure .
thanks ,
steve
- wc 551 reveffo 53000 . xls
- wc 551 forcemajeureo 530002 . doc",0
2204,ham,"Subject: tenaska iv 10 / 00
a revised amount for the purchase demand fee : $ 2 , 405706 . 43 . volumes were not
actualized correctly .
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 12 / 12 / 2000
04 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 12 / 07 / 2000 09 : 18 am
to : daren j farmer / hou / ect @ ect
cc :
subject : tenaska iv 10 / 00
we have actuals . the larger of the two volumes is 1 , 395 , 000 , which is
45 , 000 / day , so the demand rate in deal 514353 is fine . i am having a
problem , though , with the way it is coming to settlements . it is showing up
with a jan 2003 delivery date . i think the demand fee needs to be on 10 / 1
only . right now , it is on a line with a date of 10 / 1 / 00 to 12 / 31 / 36 . i
think this is confusing the system some how . also , we still need the
purchase deal for tenaska iv . it should be for a demand fee of $ 2 , 571 , 135 . 73
booked to the cleburne desk . we actually owe $ 1 , 798 , 389 . 73 , but i need to
net the tenaska iv sales with the purchase to clear those receivables . james
is calling me every day asking for an update . do you know when we will be
able to get this in the system ? i have attached my spreadsheet so you can
see the numbers .
megan",0
1235,ham,"Subject: re : saudi arabia
i spoke to mr . maldinado this morning and it doesn ' t look good . he claims he
has a connection to the minister of "" energy "" who will allocate gas to him . i
asked where would the gas be delivered , and he said anywhere you want it .
short term or long term ? again , anything you want , but probably long term is
better .
i pointed out that there isn ' t an energy minister in saudi and would he know
the name of the minister whose giving him the gas ? he stumbled and couldn ' t
remember the name .
finally he said "" what do you have to lose ? just send me a letter requesting
gas with the specs , location and duration "" and he ' ll do his best to get it .
if you want to try it rob , he ' s all yours . his fax number is 562 / 866 - 7368 ,
address 16276 grand avenue , bellflower , ca 90706 .
regards ,
samir
rob stewart
07 / 20 / 2000 02 : 47 am
to : samir salama / enron _ development @ enron _ development
cc :
subject : saudi arabia
this sounds right up your street
thanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by rob stewart / enron _ development on
07 / 20 / 2000 02 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer @ ect
06 / 15 / 2000 03 : 05 pm
to : rob stewart / eu / enron @ enron
cc :
subject : saudi arabia
rob ,
i got your name from doug leach . he thought that you would be the person to
talk to about this .
i got a call last night from rudolph maldonado . ( the operator forwarded him
our way . ) he stated that he has some natural gas to sell in saudi arabia .
his number is 562 - 866 - 1755 . could you give him a call and check this out ? i
told him that i would find someone that he could discuss this with .
i can be reached at 3 - 6905 if you have any questions .
daren farmer",0
4018,spam,"Subject: nurses , military , cops . . women in uniform
click here to be removed
",1
1861,ham,"Subject: my october newsletter
hello again ,
my monthly newsletter is attached . please read it and let me
know your comments .
according to a survey taken by homegain , homesellers hoping
to turn a biger profit by making home improvements would do
best to stick to moderately priced projects . the survey of
real estate agents from acorss the nation found that home
improvemnts in the $ 80 to $ 2 , 800 range yield the highest
rate of return when the home sells . the biggest return is on
simple lightening and brightening , which typicall costs
about $ 80 - $ 100 and gives an average return of 769 % on the
sale price . other big winners were cleaning and
de - cluttering ( cost = $ 305 - $ 339 ; ; return = 594 % ) , landscaping
and trimming ( cost $ 432 - $ 506 ; return = 266 % ) , and fixing ,
plumbing and electrical ( cost $ 338 - $ 381 ; return = 196 % ) .
here is the link to my october newsletter :
http : / / homeownernews . com / 23 / ionaalphonso
aol users :
please don ' t forget to give me the name and number of anyone
you might know who has a need to buy or sell a home . i would
be happy to assist them . thanks .
till you hear from me again next month , au revoir .
with all good wishes and a very happy halloween .
iona alphonso
always in tune with your needs
oh , by the way . . . if you know of someone thinking about
buying or selling a home , please call me with their name and
number - thanks a million ! !
prudential , gary greene realtors
3910 fm 1960 west , suite 100
houston , texas 77068
voice mail : 281 - 857 - 2485 x 535
pager : 281 - 551 - 6549
office : 281 - 444 - 5140
fax : 281 - 444 - 0630
web site : http : / / www . ionaalphonso . com
resume : http : / / www . har . com / ionaalphonso
gary greene web site : http : / / www . garygreene . com
please view my monthly newsletter at
http : / / homeownernews . com / c / ionaalphonso",0
3374,ham,"Subject: frontrea plant , gas
when : wednesday , july 11 , 2001 2 : 00 pm - 3 : 00 pm ( gmt - 06 : 00 ) central time ( us & canada ) .
where : 3127
* ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ * ~ *",0
4738,spam,"Subject: looking for a new date
find a new date today .
sick and tired of being single ?
are you annoyed by your girlfriend or wife
millions of profiles of people local to your area
looking for fun .
find a date for the night or search for your next wife .
many are very naughty and want to hook up for some casual boom boom .
meet someone new , right now .
and it doesnt cost a thing to join in the fun .
the solicit gunky material inactive .
when she abolition cowherd continuant everthything
if you went furze amphetamine chinookfoothill bolshoi .
when she delegable thalia airmail things that bijouterie boil spectroscopy .
paliourg @ iit . demokritos . gr .
",1
